source name	characteristics[organism]	characteristics[organism part]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[disease]	characteristics[material type]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[age]	characteristics[clearing method]	characteristics[genotype]	characteristics[protein extraction method]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[fractionation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[ms1 scan range]	factor value[clearing method]	factor value[disease]	factor value[protein extraction method]
mTBI optic tract ROI 1	Mus musculus	optic tract	1	not pooled	traumatic brain injury	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_01_1754	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_01_1754.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	traumatic brain injury	SDS-SDC
mTBI optic tract ROI 2	Mus musculus	optic tract	1	not pooled	traumatic brain injury	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_02_1755	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_02_1755.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	traumatic brain injury	SDS-SDC
mTBI optic tract ROI 3	Mus musculus	optic tract	1	not pooled	traumatic brain injury	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_03_1756	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_03_1756.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	traumatic brain injury	SDS-SDC
mTBI optic tract ROI 4	Mus musculus	optic tract	1	not pooled	traumatic brain injury	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_04_1757	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_mTBI_HY_04_1757.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	traumatic brain injury	SDS-SDC
Sham optic tract ROI 1	Mus musculus	optic tract	1	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_01_1750	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_01_1750.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
Sham optic tract ROI 2	Mus musculus	optic tract	1	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_02_1751	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_02_1751.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
Sham optic tract ROI 3	Mus musculus	optic tract	1	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_03_1752	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_03_1752.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
Sham optic tract ROI 4	Mus musculus	optic tract	1	not pooled	normal	tissue	not available	not available	not available	not available	vDISCO	CX3CR1-eGFP	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_04_1753	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_Sham_HY_04_1753.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	vDISCO	normal	SDS-SDC
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F01_1683	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F01_1683.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F02_1684	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F02_1684.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	2	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F03_1685	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F03_1685.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	3	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F04_1686	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F04_1686.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	4	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F05_1687	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F05_1687.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	5	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F06_1688	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F06_1688.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	6	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F07_1689	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F07_1689.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	7	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD experiment peptide library	Mus musculus	brain	1	not available	not available	tissue	not available	not available	not available	not available	not available	not available	not available	20200429_TIMS04_QC_ADB_TM_FAD_library_F08_1690	proteomic profiling by mass spectrometry	1	20200429_TIMS04_QC_ADB_TM_FAD_library_F08_1690.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	8	NT=CID;AC=MS:1000133	NT=High-pH reversed-phase chromatography (hpHRP);AC=PRIDE:0000564	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	not available	not available
5xFAD plaque ROI 1	Mus musculus	hippocampal formation	1	not pooled	Alzheimer disease	tissue	not available	not available	not available	6W	3DISCO	5xFAD	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_FAD_01_1764	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_FAD_01_1764.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	Alzheimer disease	SDS-SDC
5xFAD plaque ROI 2	Mus musculus	hippocampal formation	1	not pooled	Alzheimer disease	tissue	not available	not available	not available	6W	3DISCO	5xFAD	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_FAD_02_1765	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_FAD_02_1765.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	Alzheimer disease	SDS-SDC
5xFAD plaque ROI 3	Mus musculus	hippocampal formation	1	not pooled	Alzheimer disease	tissue	not available	not available	not available	6W	3DISCO	5xFAD	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_FAD_03_1766	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_FAD_03_1766.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	Alzheimer disease	SDS-SDC
5xFAD plaque ROI 4	Mus musculus	hippocampal formation	1	not pooled	Alzheimer disease	tissue	not available	not available	not available	6W	3DISCO	5xFAD	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_FAD_04_1767	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_FAD_04_1767.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	Alzheimer disease	SDS-SDC
5xFAD plaque ROI 5	Mus musculus	hippocampal formation	1	not pooled	Alzheimer disease	tissue	not available	not available	not available	6W	3DISCO	5xFAD	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_FAD_05_1768	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_FAD_05_1768.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	3DISCO	Alzheimer disease	SDS-SDC
wild type control ROI 1	Mus musculus	hippocampal formation	1	not pooled	normal	tissue	not available	not available	not available	not available	not available	wild type	SDS-SDC	20200429_TIMS04_SA_ADB_TM_LCM_WT_01_1759	proteomic profiling by mass spectrometry	1	20200429_TIMS04_SA_ADB_TM_LCM_WT_01_1759.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=sdrf-skills;VV=v0.2.0	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=timsTOF Pro;AC=MS:1003005	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	label free sample	1	NT=CID;AC=MS:1000133	not applicable	20 ppm	40 ppm	NT=Tris(2-carboxyethyl)phosphine (TCEP);AC=PRIDE:0000609	NT=Chloroacetamide (ClAA);AC=PRIDE:0000600	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	not applicable	NT=time-of-flight;AC=MS:1000084	100m/z-1700m/z	not available	normal	SDS-SDC
